example_id,reply_id,brand,conversation_id,customer_message,text,historical_brand_reply,conversation_context,created_at,split_group,split,intent,ambiguity,label_source,action
65919,65918,Uber_Support,65918,"[USER] An Uber overtook me unsafely today at around 08:22 GMT on Beechwood Ave, Coventry, UK. I was cycling southbound between Shaftesbury & Rochester Rd, when an Uber marked car passed me with less than the safe passing distance. Please educate your drivers!","an uber overtook me unsafely today at around 08:22 gmt on beechwood ave, coventry, uk. i was cycling southbound between shaftesbury & rochester rd, when an uber marked car passed me with less than the safe passing distance. please educate your drivers!",[USER] We're here to help! Send us a DM with your email address so we can assist.,,Thu Nov 30 08:50:28 +0000 2017,962,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65921,65920,Uber_Support,65920,"[USER] why am I getting "" there was an error processing your request"" pop up message when i try request a ride?","why am i getting "" there was an error processing your request"" pop up message when i try request a ride?","[USER] Hi there! We're here to help. Send us a note here, [URL] and so our team will assist.",,Thu Nov 30 08:50:39 +0000 2017,963,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65924,65922,Uber_Support,65922,Hey [USER]. Trying to purchase my flat fare package for SF but it won’t let me since I’m in nyc. Any help?,hey . trying to purchase my flat fare package for sf but it won’t let me since i’m in nyc. any help?,[USER] Here to help! Please visit [URL] for more info.,,Thu Nov 30 08:47:48 +0000 2017,964,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
65923,65925,Uber_Support,65922,[USER] Thanks for that. It wasn’t 100% helpful. What’s the best way to log a support ticket?,thanks for that. it wasn’t 100% helpful. what’s the best way to log a support ticket?,"[USER] Hi, Mark. If you're unable to find a supporting help article or link at [URL] you can use our general support form, [URL] to get in touch with support.",customer: Hey [USER]. Trying to purchase my flat fare package for SF but it won’t let me since I’m in nyc. Any help? | support: [USER] Here to help! Please visit [URL] for more info.,Thu Nov 30 09:02:35 +0000 2017,964,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65936,65935,Uber_Support,65935,"One of the worst journeys ever! A rude driver, asking how well we knew the area then persisting for a cash sale. Disappointed. [USER] [USER]","one of the worst journeys ever! a rude driver, asking how well we knew the area then persisting for a cash sale. disappointed.","[USER] Sorry for the trouble! Send us a note here, [URL] and our team will be in touch.",,Thu Nov 30 08:46:28 +0000 2017,967,train,safety_and_conduct,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
65938,65937,Uber_Support,65937,Yo what the fuck!? My [USER] driver has a 2.09 rating‼️ This dood must have really fucked up 💢 [URL],yo what the fuck!? my driver has a 2.09 rating‼️ this dood must have really fucked up 💢,[USER] Happy to help! Please reach out to [URL] and fill out the 4 boxes at the bottom so we can get in touch.,,Thu Nov 30 08:43:56 +0000 2017,968,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65940,65939,Uber_Support,65939,"[USER] [USER] can drivers stop soaking their cars/selves in cologne. You don't do it at work, this is work.","can drivers stop soaking their cars/selves in cologne. you don't do it at work, this is work.","[USER] Hi there! We're here to help. Send us a note here, [URL] and so our team will assist.",,Thu Nov 30 08:41:41 +0000 2017,969,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65942,65941,Uber_Support,65941,I was charged RS 100 more on my ride all due to driver fault. When I was reporting it app showed fair was within range [USER] #help [URL],i was charged rs 100 more on my ride all due to driver fault. when i was reporting it app showed fair was within range #help,"[USER] Hi there! We're here to help. Send us a note here, [URL] and so our team will assist.",,Thu Nov 30 08:37:36 +0000 2017,970,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65946,65943,Uber_Support,65943,[USER] Check the attached image. Why there is a difference ? REFUND me the money ASAP... As Quickly as Possible or send me my corrected invoice [URL],check the attached image. why there is a difference ? refund me the money asap... as quickly as possible or send me my corrected invoice,"[USER] Hi, Pankaj. Our team has escalated your in app message to the appropriate team. Please keep an eye out on your notifications for us.",support: [USER] We can assure you a member of our team will be in touch via email asap. Thank you again for your patience. | customer: [USER] the same was said yesterday as u can see in the timeline above ? kindly make it ASAP as i am loosing time and ultimately money | support: [USER] We are definitely doing our best to review your issue as quickly as possible. Thank you for your understanding. | customer: [USER] Whats n ur views ASAP ? Quikly Possible ? i am just requesting corrected invoice and for this you make me wait so long ? If i dont get the Invoice by today you gonna refund me the whole amount of Rs.847. Its enough of delay.,Thu Nov 30 04:14:06 +0000 2017,971,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
65944,65947,Uber_Support,65943,[USER] You cant keep dragging this topic for months. its been almost a week since i am asking u for corrected invoice. And i hope its not a rocket since for u to do the same ?,you cant keep dragging this topic for months. its been almost a week since i am asking u for corrected invoice. and i hope its not a rocket since for u to do the same ?,[USER] We've sent you some additional details via DM for this concern. Please check your inbox.,"support: [USER] We are definitely doing our best to review your issue as quickly as possible. Thank you for your understanding. | customer: [USER] Whats n ur views ASAP ? Quikly Possible ? i am just requesting corrected invoice and for this you make me wait so long ? If i dont get the Invoice by today you gonna refund me the whole amount of Rs.847. Its enough of delay. | customer: [USER] Check the attached image. Why there is a difference ? REFUND me the money ASAP... As Quickly as Possible or send me my corrected invoice [URL] | support: [USER] Hi, Pankaj. Our team has escalated your in app message to the appropriate team. Please keep an eye out on your notifications for us.",Fri Dec 01 09:34:51 +0000 2017,971,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65950,65949,Uber_Support,65943,[USER] the same was said yesterday as u can see in the timeline above ? kindly make it ASAP as i am loosing time and ultimately money,the same was said yesterday as u can see in the timeline above ? kindly make it asap as i am loosing time and ultimately money,[USER] We are definitely doing our best to review your issue as quickly as possible. Thank you for your understanding.,customer: [USER] Have sent u DM kindly check | support: [USER] We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience. | customer: [USER] [USER] What is this ? i have sent all the details on Help page and its more than 24Hrs and more than 1 Month wait that i have to do for a Correct Invoice ? If i am unable to reimburse the money from my company then u need to refund me Rs.847 | support: [USER] We can assure you a member of our team will be in touch via email asap. Thank you again for your patience.,Wed Nov 29 11:45:17 +0000 2017,971,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65952,65951,Uber_Support,65943,[USER] [USER] What is this ? i have sent all the details on Help page and its more than 24Hrs and more than 1 Month wait that i have to do for a Correct Invoice ? If i am unable to reimburse the money from my company then u need to refund me Rs.847,what is this ? i have sent all the details on help page and its more than 24hrs and more than 1 month wait that i have to do for a correct invoice ? if i am unable to reimburse the money from my company then u need to refund me rs.847,[USER] We can assure you a member of our team will be in touch via email asap. Thank you again for your patience.,"customer: [USER] Hello, I have already updated the same via link above . and its already been more than 5 Hrs still no updates from ur end ? i have to reimburse these taxi charges from my company and its really urgent | support: [USER] We weren't able to locate a support inquiry from you, Pankaj. Please send us a note at the link previously provided and we'll follow up shortly, | customer: [USER] Have sent u DM kindly check | support: [USER] We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.",Wed Nov 29 11:38:40 +0000 2017,971,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
65954,65953,Uber_Support,65943,[USER] Have sent u DM kindly check,have sent u dm kindly check,[USER] We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,"customer: [USER] [USER] Could you please ASAP provide the correct invoice as requested in my earlier twet ? Thanks [URL] | support: [USER] We're here to help! Send us a note here, [URL] and so our team will assist. | customer: [USER] Hello, I have already updated the same via link above . and its already been more than 5 Hrs still no updates from ur end ? i have to reimburse these taxi charges from my company and its really urgent | support: [USER] We weren't able to locate a support inquiry from you, Pankaj. Please send us a note at the link previously provided and we'll follow up shortly,",Tue Nov 28 12:10:18 +0000 2017,971,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65956,65955,Uber_Support,65943,"[USER] Hello, I have already updated the same via link above . and its already been more than 5 Hrs still no updates from ur end ? i have to reimburse these taxi charges from my company and its really urgent","hello, i have already updated the same via link above . and its already been more than 5 hrs still no updates from ur end ? i have to reimburse these taxi charges from my company and its really urgent","[USER] We weren't able to locate a support inquiry from you, Pankaj. Please send us a note at the link previously provided and we'll follow up shortly,","customer: [USER] [USER] Could you please ASAP provide the correct invoice as requested in my earlier twet ? Thanks [URL] | support: [USER] We're here to help! Send us a note here, [URL] and so our team will assist.",Tue Nov 28 11:37:11 +0000 2017,971,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65958,65957,Uber_Support,65943,[USER] [USER] Could you please ASAP provide the correct invoice as requested in my earlier twet ? Thanks [URL],could you please asap provide the correct invoice as requested in my earlier twet ? thanks,"[USER] We're here to help! Send us a note here, [URL] and so our team will assist.",,Tue Nov 28 06:13:48 +0000 2017,971,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65962,65961,Uber_Support,65961,[USER] I need help my account was disabled with a 15 dollar gift card on it,i need help my account was disabled with a 15 dollar gift card on it,[USER] Here to help! Please contact us via [URL] so we can follow up.,,Thu Nov 30 08:38:14 +0000 2017,979,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
65966,65963,Uber_Support,65963,"[USER] Day 13 of trying to resolve my issue. Outside of your DM acknowledging my DM, no other response. No explanation. No resolution. This after ""earning VIP"" and spending thousands with [USER] so far this year. Thanks guys!😀 [USER]","day 13 of trying to resolve my issue. outside of your dm acknowledging my dm, no other response. no explanation. no resolution. this after ""earning vip"" and spending thousands with so far this year. thanks guys!😀","[USER] Hi, Saurabh! Please go ahead and try using the payment method that was giving you troubles previously. It should work now without further issues, if anything else comes up please be sure to let us know.","customer: [USER] It's day 12 of trying to resolve my issue. I DM'd you yesterday. No acknowledgement. No response. No resolution to issue. Would someone from [USER] or [USER] be able / willing to help? | support: [USER] We have not received any DM from your account. Please send us a DM with your account email address and details and we'll connect. | customer: [USER] Well, twitter says your account received it but nobody read it ☹️. I will send another DM. Maybe check now and let me know if you got it? [URL] | support: [USER] Here to help. A member of our team has followed up via DM.",Thu Nov 30 04:02:27 +0000 2017,980,train,driver_partner_inquiry,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
65968,65967,Uber_Support,65963,"[USER] Well, twitter says your account received it but nobody read it ☹️. I will send another DM. Maybe check now and let me know if you got it? [URL]","well, twitter says your account received it but nobody read it ☹️. i will send another dm. maybe check now and let me know if you got it?",[USER] Here to help. A member of our team has followed up via DM.,"customer: [USER] What’s up with the complete lack of response to the messages I’ve sent through your support form (in-app, email)? How should i get an issue resolved, if nobody responds for over a week?! | support: [USER] We're here to help! Send us a DM with your email address so we can connect. | customer: [USER] It's day 12 of trying to resolve my issue. I DM'd you yesterday. No acknowledgement. No response. No resolution to issue. Would someone from [USER] or [USER] be able / willing to help? | support: [USER] We have not received any DM from your account. Please send us a DM with your account email address and details and we'll connect.",Wed Nov 29 03:07:42 +0000 2017,980,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
65970,65969,Uber_Support,65963,[USER] It's day 12 of trying to resolve my issue. I DM'd you yesterday. No acknowledgement. No response. No resolution to issue. Would someone from [USER] or [USER] be able / willing to help?,it's day 12 of trying to resolve my issue. i dm'd you yesterday. no acknowledgement. no response. no resolution to issue. would someone from or be able / willing to help?,[USER] We have not received any DM from your account. Please send us a DM with your account email address and details and we'll connect.,"customer: [USER] What’s up with the complete lack of response to the messages I’ve sent through your support form (in-app, email)? How should i get an issue resolved, if nobody responds for over a week?! | support: [USER] We're here to help! Send us a DM with your email address so we can connect.",Wed Nov 29 02:33:01 +0000 2017,980,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65973,65972,Uber_Support,65963,"[USER] What’s up with the complete lack of response to the messages I’ve sent through your support form (in-app, email)? How should i get an issue resolved, if nobody responds for over a week?!","what’s up with the complete lack of response to the messages i’ve sent through your support form (in-app, email)? how should i get an issue resolved, if nobody responds for over a week?!",[USER] We're here to help! Send us a DM with your email address so we can connect.,,Mon Nov 27 21:16:34 +0000 2017,980,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65975,65974,Uber_Support,65974,"Prebooked a cab an hour ago and the driver just canceled, now I’m going to be late [USER]","prebooked a cab an hour ago and the driver just canceled, now i’m going to be late","[USER] We're here to help! Send us a note here, [URL] and so our team will assist.",,Thu Nov 30 08:32:21 +0000 2017,984,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65977,65976,Uber_Support,65976,[USER] eats has the most fucked up UX among all orders apps. Can't get a simple location right.,eats has the most fucked up ux among all orders apps. can't get a simple location right.,[USER] Here to help. Send us a note at [URL] so our team can connect .,,Thu Nov 30 08:23:18 +0000 2017,985,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65980,65978,Uber_Support,65978,"[USER] Hi there, trying to add a payment type on an Android phone & all i get is a blank screen. Reinstalled app, no luck. Any advice?","hi there, trying to add a payment type on an android phone & all i get is a blank screen. reinstalled app, no luck. any advice?",[USER] Here to help. Send us a note at [URL] so our team can connect.,,Thu Nov 30 08:24:36 +0000 2017,986,train,lost_and_found,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
65982,65981,Uber_Support,65981,[USER] ive dm-ed you but no response,ive dm-ed you but no response,[USER] We've followed up via DM so please check your inbox.,customer: [USER] [USER] HELLO UBER??? my driver was the one who cancelled the trip but why did you charge me RM5 for the cancellation trip??????? HELLLLO?? | support: [USER] We're sorry to hear about the trouble! Please contact us via [URL] so our team can connect. | customer: [USER] done but it is still there??? i really need to use uber now [URL] | support: [USER] We're here to help! Send us a DM with your email address so we can follow up.,Thu Nov 30 05:08:28 +0000 2017,987,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65985,65983,Uber_Support,65981,[USER] done but it is still there??? i really need to use uber now [URL],done but it is still there??? i really need to use uber now,[USER] We're here to help! Send us a DM with your email address so we can follow up.,customer: [USER] [USER] HELLO UBER??? my driver was the one who cancelled the trip but why did you charge me RM5 for the cancellation trip??????? HELLLLO?? | support: [USER] We're sorry to hear about the trouble! Please contact us via [URL] so our team can connect.,Thu Nov 30 02:53:28 +0000 2017,987,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
65987,65986,Uber_Support,65981,[USER] [USER] HELLO UBER??? my driver was the one who cancelled the trip but why did you charge me RM5 for the cancellation trip??????? HELLLLO??,hello uber??? my driver was the one who cancelled the trip but why did you charge me rm5 for the cancellation trip??????? hellllo??,[USER] We're sorry to hear about the trouble! Please contact us via [URL] so our team can connect.,,Thu Nov 30 02:14:31 +0000 2017,987,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67591,67589,Uber_Support,67589,[USER] [USER] [USER] [USER] HELP I HAVE LEFT MY PASSPORT IN AN UBER,help i have left my passport in an uber,[USER] Send us a note here; [URL] and our team will be able to help!,,Thu Nov 30 09:23:48 +0000 2017,990,train,lost_and_found,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
67590,67592,Uber_Support,67589,[USER] It's not working. My passport is in the car and my flight leaves in 3hs,it's not working. my passport is in the car and my flight leaves in 3hs,[USER] We're here to help! Send us a DM (direct message) with your email address so we can connect.,customer: [USER] [USER] [USER] [USER] HELP I HAVE LEFT MY PASSPORT IN AN UBER | support: [USER] Send us a note here; [URL] and our team will be able to help!,Thu Nov 30 09:27:55 +0000 2017,990,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67594,67595,Uber_Support,67589,[USER] DMing now! X,dming now! x,[USER] Here to help! Please confirm your email address or phone number so we can further assist.,customer: [USER] [USER] [USER] [USER] HELP I HAVE LEFT MY PASSPORT IN AN UBER | support: [USER] Send us a note here; [URL] and our team will be able to help! | customer: [USER] It's not working. My passport is in the car and my flight leaves in 3hs | support: [USER] We're here to help! Send us a DM (direct message) with your email address so we can connect.,Thu Nov 30 09:32:19 +0000 2017,990,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67597,67598,Uber_Support,67589,"[USER] [PHONE], thank you",", thank you",[USER] We've followed up via DM. Please remove any personal info from public view for security reasons. Thanks!,customer: [USER] It's not working. My passport is in the car and my flight leaves in 3hs | support: [USER] We're here to help! Send us a DM (direct message) with your email address so we can connect. | customer: [USER] DMing now! X | support: [USER] Here to help! Please confirm your email address or phone number so we can further assist.,Thu Nov 30 09:37:47 +0000 2017,990,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67614,67613,Uber_Support,67613,"[USER] already spoken to your team, the delivery time has now gone up by another 15 minutes since then","already spoken to your team, the delivery time has now gone up by another 15 minutes since then",[USER] Happy to take a look. Send us a DM (direct message) with your email address so we can follow up.,"customer: thought i would surprise my girlfriend with an [USER] before uni, its already been an hour and the time expected keeps going up. Apparently an hour increase is only 'slight demand' though | support: [USER] Here to help. Send us a note at [URL] so our team can connect.",Thu Nov 30 09:09:56 +0000 2017,1000,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
67616,67615,Uber_Support,67613,"thought i would surprise my girlfriend with an [USER] before uni, its already been an hour and the time expected keeps going up. Apparently an hour increase is only 'slight demand' though","thought i would surprise my girlfriend with an before uni, its already been an hour and the time expected keeps going up. apparently an hour increase is only 'slight demand' though",[USER] Here to help. Send us a note at [URL] so our team can connect.,,Thu Nov 30 09:02:35 +0000 2017,1000,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67624,67621,Uber_Support,67621,[USER] will u reply to my query,will u reply to my query,"[USER] Happy to help! Send us a note here, [URL] and our team will follow up.",,Thu Nov 30 08:59:55 +0000 2017,1004,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67623,67625,Uber_Support,67621,[USER] will u solve my query or not,will u solve my query or not,[USER] Looks like our team has connected with you via our in app-support. Please follow up there if you have any questions.,"customer: [USER] will u reply to my query | support: [USER] Happy to help! Send us a note here, [URL] and our team will follow up.",Thu Nov 30 09:41:33 +0000 2017,1004,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67632,67630,Uber_Support,67630,[USER] I am trying to use the promo message I'm getting daily but of no use. Neither Uber is assisting me with exact issue that why my account is disabled for promo codes! Can you do a refresh! I was trying to apply YOURDISCOUNT but could not.,i am trying to use the promo message i'm getting daily but of no use. neither uber is assisting me with exact issue that why my account is disabled for promo codes! can you do a refresh! i was trying to apply yourdiscount but could not.,[USER] We're sorry to hear about the trouble. Please send us a DM with your account email after you've reached out to us using the link provided.,customer: [USER] [USER] [USER] Can you explain the screenshot below! I am unable to use any promo codes for past few months!! I need explaination. [URL] | support: [USER] Here to help! Follow up here; [URL] and our team will connect right away.,Thu Nov 30 04:40:03 +0000 2017,1006,train,app_and_account_access,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67631,67633,Uber_Support,67630,[USER] Can you explain what terms and conditions has been breached! I'm just a normal customer as everyone. This is the mail I get Everytime. Can you explain? [URL],can you explain what terms and conditions has been breached! i'm just a normal customer as everyone. this is the mail i get everytime. can you explain?,"[USER] We just got back to you via DM, Pooja.",customer: [USER] [USER] [USER] Can you explain the screenshot below! I am unable to use any promo codes for past few months!! I need explaination. [URL] | support: [USER] Here to help! Follow up here; [URL] and our team will connect right away. | customer: [USER] I am trying to use the promo message I'm getting daily but of no use. Neither Uber is assisting me with exact issue that why my account is disabled for promo codes! Can you do a refresh! I was trying to apply YOURDISCOUNT but could not. | support: [USER] We're sorry to hear about the trouble. Please send us a DM with your account email after you've reached out to us using the link provided.,Thu Nov 30 10:46:50 +0000 2017,1006,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67635,67634,Uber_Support,67630,[USER] [USER] [USER] Can you explain the screenshot below! I am unable to use any promo codes for past few months!! I need explaination. [URL],can you explain the screenshot below! i am unable to use any promo codes for past few months!! i need explaination.,[USER] Here to help! Follow up here; [URL] and our team will connect right away.,,Thu Nov 30 04:29:26 +0000 2017,1006,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
67637,67636,Uber_Support,67636,[USER] Have reset password and account credit has disappeared. How do I get this resolved?,have reset password and account credit has disappeared. how do i get this resolved?,[USER] We're here to help! Send us a DM with your email address and more details so we can assist.,,Thu Nov 30 08:56:33 +0000 2017,1009,train,app_and_account_access,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67639,67638,Uber_Support,67638,[USER] Y'all taking mighty fucking long,y'all taking mighty fucking long,[USER] We've followed up via DM so please check your inbox.,"customer: [USER] can you find my food please 🙄 | support: [USER] Happy to help. Please visit [URL] regarding with your concern. Let us know if you have any other questions. | customer: [USER] I know how to track my order, it's doesn't take 40 minutes to ""prepare"" McDonald's 🙄 and no one is picking up your ""support"" line | support: [USER] We're here to help! Send us a DM with your email address so we can connect.",Thu Nov 30 04:33:33 +0000 2017,1010,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67644,67640,Uber_Support,67638,"[USER] I know how to track my order, it's doesn't take 40 minutes to ""prepare"" McDonald's 🙄 and no one is picking up your ""support"" line","i know how to track my order, it's doesn't take 40 minutes to ""prepare"" mcdonald's 🙄 and no one is picking up your ""support"" line",[USER] We're here to help! Send us a DM with your email address so we can connect.,customer: [USER] can you find my food please 🙄 | support: [USER] Happy to help. Please visit [URL] regarding with your concern. Let us know if you have any other questions.,Thu Nov 30 04:20:31 +0000 2017,1010,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
67646,67645,Uber_Support,67638,[USER] can you find my food please 🙄,can you find my food please 🙄,[USER] Happy to help. Please visit [URL] regarding with your concern. Let us know if you have any other questions.,,Thu Nov 30 04:11:02 +0000 2017,1010,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
67648,67647,Uber_Support,67647,"[USER] Hello. Booked an Uber this morning and it vanished two minutes before it was supposed to arrive - with no explanation. Not hugely reliable. Let down, and now running late.","hello. booked an uber this morning and it vanished two minutes before it was supposed to arrive - with no explanation. not hugely reliable. let down, and now running late.","[USER] Hi there! We're here to help. Send us a note here, [URL] and so our team will assist.",,Thu Nov 30 08:53:54 +0000 2017,1013,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
67650,67649,Uber_Support,67649,"[USER] worst experience with uber pool, was charged rs251 for rs 65 uber pool never expected this from you.","worst experience with uber pool, was charged rs251 for rs 65 uber pool never expected this from you.",[USER] We're here to help! Send us a note at [URL] so we can assist.,,Thu Nov 30 08:55:52 +0000 2017,1014,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
69986,69985,Uber_Support,69985,[USER] why does my dashboard keep changing to this? Whenever it does I don’t get any delivery requests through. My confirmation % changes to 0 and my acceptance to 90% [URL],why does my dashboard keep changing to this? whenever it does i don’t get any delivery requests through. my confirmation % changes to 0 and my acceptance to 90%,[USER] Here to help! Please visit [URL] for more info.,,Thu Nov 30 09:49:24 +0000 2017,1017,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
69988,69987,Uber_Support,69987,May I know your customer support no in India [USER],may i know your customer support no in india,"[USER] At this moment, we don't offer phone support. We're sorry for any inconvenience. Visit [URL] so our team can connect.",,Thu Nov 30 09:53:34 +0000 2017,1018,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
69992,69991,Uber_Support,69991,[USER] Still not received any call,still not received any call,"[USER] A member of our team has been in touch via email, please check your inbox and follow up there directly. Thank you so much for your patience.","customer: [USER] Didn't recognized, pls help me out, alternate number [PHONE] | support: [USER] Due to the sensitivity of this issue, please continue to follow up outside of this forum via in-app support for further assistance. We appreciate your patience and understanding thus far. | customer: [USER] I am not able to login by that account now | support: [USER] Hi, thank you for reaching out on this. We have located your information, and a member of our team will be following up with you on this shortly. Thank you for your patience and understanding.",Thu Nov 30 05:23:51 +0000 2017,1020,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
69994,69993,Uber_Support,69991,[USER] I am not able to login by that account now,i am not able to login by that account now,"[USER] Hi, thank you for reaching out on this. We have located your information, and a member of our team will be following up with you on this shortly. Thank you for your patience and understanding.","customer: [USER] [USER] I just ride with Uber and lost my mobile in cab, cab booked by [PHONE]. Pls help | support: [USER] We have responded via DM. Keep an eye out for our message! | customer: [USER] Didn't recognized, pls help me out, alternate number [PHONE] | support: [USER] Due to the sensitivity of this issue, please continue to follow up outside of this forum via in-app support for further assistance. We appreciate your patience and understanding thus far.",Wed Nov 29 16:12:36 +0000 2017,1020,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
69998,69995,Uber_Support,69991,"[USER] Didn't recognized, pls help me out, alternate number [PHONE]","didn't recognized, pls help me out, alternate number","[USER] Due to the sensitivity of this issue, please continue to follow up outside of this forum via in-app support for further assistance. We appreciate your patience and understanding thus far.","customer: [USER] [USER] I just ride with Uber and lost my mobile in cab, cab booked by [PHONE]. Pls help | support: [USER] We have responded via DM. Keep an eye out for our message!",Wed Nov 29 16:04:53 +0000 2017,1020,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70000,69999,Uber_Support,69991,"[USER] [USER] I just ride with Uber and lost my mobile in cab, cab booked by [PHONE]. Pls help","i just ride with uber and lost my mobile in cab, cab booked by . pls help",[USER] We have responded via DM. Keep an eye out for our message!,,Wed Nov 29 15:50:23 +0000 2017,1020,train,lost_and_found,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
70628,70627,Uber_Support,70627,"[USER] [USER] I took a uber pool , when i was booking ₹49 was the fare shown but after payment by paytm i see that i have been charged ₹99. This is pathetic by uber as this is happening the second time. We customers have selected Paytm as mode of payment that (1/2) [URL]","i took a uber pool , when i was booking ₹49 was the fare shown but after payment by paytm i see that i have been charged ₹99. this is pathetic by uber as this is happening the second time. we customers have selected paytm as mode of payment that (1/2)",[USER] Here to help! Send us a note via [URL] and we'll be in touch.,,Thu Nov 30 09:45:43 +0000 2017,1025,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
70630,70629,Uber_Support,70629,£5 to cancel Uber after 20seconds of ordering?! FIVE WHOLE POUNDS. That could’ve bought me 5 packs of chocolate digestives! [USER],£5 to cancel uber after 20seconds of ordering?! five whole pounds. that could’ve bought me 5 packs of chocolate digestives!,[USER] We're here to help! Please send us a note via [URL] so we can assist.,,Thu Nov 30 09:40:03 +0000 2017,1026,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70632,70631,Uber_Support,70631,[USER] I did that already. I need a refund,i did that already. i need a refund,[USER] We're here to help! Send us a DM (direct message) with your email address so we can connect.,customer: I am disappointed by the poor service I received from #UberEatsSouthAfrica [USER] You charged me twice for a single order. #poorservice | support: [USER] Here to help! Send us a note via [URL] and we'll be in touch.,Thu Nov 30 09:37:57 +0000 2017,1027,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
70634,70633,Uber_Support,70631,I am disappointed by the poor service I received from #UberEatsSouthAfrica [USER] You charged me twice for a single order. #poorservice,i am disappointed by the poor service i received from #ubereatssouthafrica you charged me twice for a single order. #poorservice,[USER] Here to help! Send us a note via [URL] and we'll be in touch.,,Thu Nov 30 09:32:09 +0000 2017,1027,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
